EmpNo,First Name,Last Name,Department,Wage,Project Completion Rate
21,Crystal,Welch,Testing,70874.0,51.115192
575,James,Smith,HR,59053.31,51.115677
4414,Kent,Brown,Sales,64128.45,51.11713
9266,Kathy,Sanders,Sales,58884.01,51.12043
513,Tyrone,Nichols,IT,40566.79,51.121246
2100,William,Smith,IT,30117.38,51.127827
8950,Mary,Lewis,Testing,40285.19,51.1279
6634,Kaitlyn,Stout,Testing,83015.09,51.13127
9964,Sara,Smith,HR,8528.14,51.132133
5201,Mitchell,Mercado,Sales,47483.98,51.133377
9748,Chad,Poole,Sales,51633.22,51.13714
5742,William,Craig,IT,5864.87,51.142025
3326,Steven,West,IT,49590.37,51.142563
8923,Teresa,French,Testing,74849.7,51.148914
6267,Hayden,Edwards,IT,99585.37,51.149036
1924,Jesse,Santiago,Sales,25377.23,51.15069
3517,Dustin,White,IT,49993.12,51.152218
5336,Dr.,Jeffery,HR,2475.63,51.156254
5450,Caroline,Morgan,IT,58658.02,51.156303
1555,Brooke,Gill,Research,78185.39,51.15664
9006,Julie,Duffy,Research,12813.62,51.157406
5171,Richard,Bright,HR,70219.23,51.164448
4466,Mr.,Daniel,Research,58240.97,51.165466
3147,Terry,Rose,Testing,535.14,51.166927
4085,James,Chaney,Sales,52210.92,51.16704
1092,Joshua,Roberts,HR,20959.26,51.169735
4863,Robert,Johnson,IT,34846.27,51.17022
4462,Sylvia,Petersen,Research,63261.56,51.17096
8700,Hannah,Clements,IT,18359.62,51.172733
8793,Juan,Dean,IT,37349.67,51.172775
5509,Alicia,Walker,IT,66333.72,51.17505
6013,Joseph,Watson,HR,80289.31,51.178867
9540,Lisa,Richardson,HR,83449.91,51.180138
9224,Alison,Schwartz,Sales,90881.31,51.18028
8979,Sheryl,Skinner,Sales,48651.31,51.180855
7712,George,Reese,IT,14590.65,51.182594
3872,Stephanie,Clarke,Testing,20298.14,51.183296
4778,Kenneth,Ramirez,Sales,14267.95,51.18331
7062,Caitlin,Matthews,Research,68128.3,51.183353
5623,Laura,Hays,Research,78879.13,51.18621
5586,Jessica,Greer,Research,71773.44,51.186367
4253,Joshua,Vaughn,Sales,997.2,51.186443
3391,Brian,Hendrix,IT,2265.8,51.186737
2191,Casey,Chavez,IT,63412.6,51.18774
2508,Jocelyn,Decker,Sales,81174.51,51.193115
6065,Lauren,Fernandez,IT,92220.56,51.193386
2775,Sandra,Jackson,IT,43679.97,51.199654
8694,William,Smith,Research,21560.86,51.20478
9388,Vincent,Meza,Sales,2285.17,51.205578
6300,Christopher,Sanchez,Testing,16638.28,51.206078
2701,Kevin,Barber,Testing,40410.79,51.206703
4938,Lisa,Jackson,Research,33878.65,51.2074
6660,Justin,Avery,Sales,69388.38,51.208595
8942,Kim,Garcia,Research,75216.95,51.208782
981,Sherry,Wang,IT,83111.74,51.20936
7378,Robert,Hartman,Testing,32406.98,51.216743
985,Tyrone,Moore,Research,334.51,51.21753
3854,Aaron,Escobar,Sales,97304.53,51.22065
5792,Paul,Peterson,IT,1907.15,51.22077
8820,Andrew,Garcia,HR,4143.61,51.224823
2288,Justin,Burns,HR,51865.08,51.226627
1050,Amy,Myers,IT,13209.99,51.22794
2987,Stephanie,Williams,Testing,12514.96,51.232063
5700,Alan,Ramirez,Sales,46522.75,51.23792
9521,Kelly,Ryan,Sales,55068.85,51.239117
3708,Karen,Garcia,HR,22900.81,51.239315
1647,Debbie,Simpson,Sales,26560.08,51.24638
4336,Joshua,Torres,Testing,39124.21,51.24787
4858,Jonathan,Cole,Sales,51904.8,51.248257
7381,Melissa,Gordon,HR,59443.06,51.249176
8643,Ms.,Morgan,Testing,30572.52,51.25635
1719,Gerald,Anderson,Research,80891.12,51.25644
5391,Danny,Hernandez,HR,44238.19,51.257816
8326,Lisa,Williams,Research,82055.8,51.260487
3623,Karen,Dickerson,IT,10414.65,51.260994
8909,John,Barrett,Research,94137.97,51.262413
2784,Ann,Gonzales,Sales,59111.8,51.263145
4828,Richard,Smith,HR,110.11,51.26892
2262,Marcus,Alexander,IT,94465.5,51.27351
3919,Maria,Graves,Testing,76002.4,51.274883
5622,Timothy,Reyes,IT,7854.2,51.28171
8757,Daniel,Wilson,Research,72186.81,51.282734
7918,Kevin,Duncan,Testing,74617.15,51.293068
1674,Brian,Lewis,Testing,79572.99,51.296013
5814,Stacy,Chase,Research,91211.55,51.297085
3233,Victoria,Thomas,HR,53534.19,51.297733
1018,William,Freeman,Sales,61043.07,51.298153
375,Christopher,Edwards,HR,5730.62,51.300648
3177,Rachel,Zhang,Testing,38673.13,51.301937
7007,Heidi,Walker,Testing,49304.3,51.302753
1279,Geoffrey,Wright,Research,79842.33,51.303017
756,Andrea,Cook,IT,95650.33,51.306446
4352,Elizabeth,Hodges,Research,56916.54,51.30856
7030,Tiffany,Austin,IT,83670.86,51.309048
5696,Mike,Williams,Research,68533.18,51.309464
166,Laura,Harvey,Sales,73191.98,51.310688
653,Michael,Meza,Testing,4984.07,51.313904
1650,Catherine,Smith,Testing,69995.92,51.31446
7521,Kelly,Haynes,IT,41461.79,51.31449
8124,Robert,Goodwin,IT,39015.51,51.31633
2645,Joel,Thompson,Sales,16080.1,51.3315
3473,Thomas,Hale,HR,81388.48,51.337276
5312,Krystal,Brewer,Testing,95602.95,51.33829
3379,Keith,Miller,Testing,63064.69,51.340214
4306,Christopher,Barber,Testing,16968.84,51.344913
6234,Heidi,Rose,Research,42191.54,51.348934
5433,William,Collier,Sales,31140.55,51.34912
6326,Amber,Carlson,HR,96001.2,51.349545
3203,Eric,Mora,Research,84302.6,51.350945
4401,Kimberly,Woodard,Testing,3528.49,51.354496
8087,Evan,Osborne,IT,20204.14,51.359493
7049,Victor,Thompson,Sales,48357.07,51.362717
8873,Jessica,Smith,Testing,19778.97,51.363132
2425,Stacy,Contreras,Research,13768.03,51.366604
3194,Mary,Roman,HR,47943.78,51.368324
6063,Jack,Chandler,HR,19277.2,51.369274
2316,Nichole,Garza,Sales,52812.51,51.373146
7912,Lee,Ortega,HR,67098.76,51.382965
8732,Kevin,Carter,Testing,56774.48,51.384136
7092,Heather,Copeland,Research,51419.07,51.38453
5603,Kenneth,Ross,IT,24124.83,51.387
5937,Robert,Walker,Research,9097.02,51.393005
8294,Leslie,Galloway,Testing,24521.9,51.394123
968,Jessica,Greene,HR,40466.21,51.40155
4265,Richard,Serrano,IT,83544.21,51.402725
60,Suzanne,Bradshaw,Research,29336.78,51.403526
6431,Randy,Andrews,Research,59830.64,51.404575
6095,Lisa,Ramirez,IT,16695.62,51.407166
934,Ryan,Adkins,Sales,30781.02,51.40922
989,Clinton,Schneider,Research,57880.97,51.410034
4,Christopher,Phillips,Sales,59934.47,51.41067
9857,Erin,Mcintosh,IT,59391.82,51.41169
9298,Abigail,Reed,IT,92708.0,51.411743
7668,Susan,Hale,Testing,94075.96,51.414406
7959,Laura,Perez,Testing,35176.25,51.415424
7886,Barry,Ford,Research,54416.18,51.41846
9027,Joel,Simmons,Testing,65718.32,51.419865
6500,James,Stuart,IT,28883.27,51.42076
2892,Dr.,Steve,HR,46186.04,51.42363
5864,Mr.,Timothy,Research,41690.52,51.425285
1926,Nicole,Sanchez,Testing,517.39,51.426285
2953,Maria,Dorsey,IT,7343.87,51.430794
6143,David,Wilson,HR,19423.26,51.432
1649,Jennifer,Hale,IT,27035.11,51.43764
4203,James,Park,HR,12293.99,51.44158
1011,Sydney,Nguyen,HR,27111.02,51.442177
8774,Kevin,Ayala,HR,33048.03,51.44439
476,Michelle,Hernandez,IT,40013.58,51.44576
5055,Cody,Martinez,HR,73790.79,51.448296
9993,Ethan,Hawkins,Research,60926.92,51.448765
3640,Vanessa,Smith,HR,3435.81,51.45385
6581,David,Rhodes,HR,38743.67,51.45616
9715,Keith,Gentry,Testing,43116.38,51.45965
5365,Elijah,Rodgers,HR,59313.95,51.463215
3692,James,Lopez,HR,65085.6,51.464027
8248,Carl,Cruz,Sales,71013.23,51.46567
5065,Jessica,Henry,Sales,86622.02,51.475533
4664,Shawn,Reyes,HR,74489.51,51.47604
7501,Katherine,Cochran,Sales,20405.96,51.487606
9132,Rhonda,Ferguson,IT,96964.58,51.48908
2590,John,Bailey,Sales,55231.68,51.49083
6436,Christina,Smith,Sales,96590.35,51.491013
8582,Nicholas,Nolan,HR,45535.17,51.493576
7008,April,Wilson,Testing,61901.43,51.501266
1648,Cindy,Jones,Testing,50103.59,51.503567
5009,April,Montes,HR,88145.33,51.508175
9389,Jeffrey,Smith,Testing,85187.22,51.509453
6019,Renee,Serrano,Sales,29856.12,51.510197
7939,Douglas,Thomas,IT,46603.96,51.51146
6502,Jeremiah,Williams,IT,12364.62,51.51191
4911,Patrick,Smith,Testing,91534.11,51.512466
4305,Patrick,Howard,Sales,46006.71,51.51513
5001,Evan,Moore,IT,99644.19,51.51862
4884,Michele,Ellis,Research,99608.15,51.527023
1705,Abigail,Johnson,Testing,28575.29,51.52794
1320,Daniel,Cooper,IT,29953.51,51.52878
5457,Thomas,Logan,HR,66628.43,51.528786
3468,Rhonda,Williams,HR,84226.84,51.531467
5142,Amanda,Brady,IT,36624.31,51.532784
4566,Daniel,Cruz,Research,32056.72,51.534954
6918,Sarah,Reilly,IT,48885.9,51.538605
4796,Derek,Wiggins,Testing,21933.5,51.541267
4469,Jamie,Brown,Testing,105.24,51.541386
6815,Brittany,Conley,Testing,80809.09,51.546932
9028,Catherine,Stokes,Testing,81839.4,51.547344
1252,Danielle,Little,Sales,56758.43,51.54927
1208,Joseph,Hicks,Sales,47925.05,51.550934
4919,Daniel,Anderson,Sales,21983.51,51.552605
1616,Kevin,Wagner,Testing,16521.2,51.554775
1742,Lori,Rasmussen,Sales,31177.13,51.554905
4517,Thomas,Nichols,HR,38445.5,51.556656
5952,Anna,Garcia,Sales,54238.02,51.559704
9875,Ryan,Johnson,IT,59001.56,51.560905
8781,Megan,Ortega,Testing,75591.47,51.56171
2930,Rebecca,Gutierrez,Research,95829.43,51.56377
845,Michael,Washington,Research,26978.34,51.563805
1841,Lisa,Fuller,Sales,64551.9,51.565926
957,Kathryn,Collins,Research,35434.72,51.568043
4301,Mandy,Rios,Research,37244.07,51.568817
9110,Jennifer,Martinez,HR,39274.27,51.573097
7315,Jodi,Foley,IT,11801.75,51.58565
1603,Richard,Brooks,Testing,67195.3,51.58569
4543,Johnny,Miller,Research,29149.31,51.58936
4709,Lori,Lloyd,Sales,9209.49,51.590668
8559,Mark,Brady,HR,58463.86,51.591248
6849,Samuel,Zamora,Testing,46092.99,51.60351
5157,Cameron,Zavala,HR,39419.66,51.606274
6678,Amanda,Cannon,HR,57348.79,51.60648
5504,Whitney,Jones,HR,1580.88,51.607635
7423,Kathryn,Santiago,Research,74988.12,51.612896
398,Lisa,Marsh,Research,29271.17,51.614536
3299,Timothy,Williams,Testing,29915.43,51.618397
9714,Douglas,Crawford,IT,47792.81,51.6207
6547,Bryan,Burnett,IT,53806.95,51.627018
1463,Justin,Wagner,IT,12944.88,51.632294
1165,Mrs.,Stephanie,Sales,5994.99,51.632862
867,Russell,Glenn,Testing,96351.62,51.633938
5066,Diane,Weber,Sales,87167.75,51.634216
7454,Shannon,Carlson,HR,32218.09,51.638023
2707,Connor,Wilson,HR,884.6,51.644817
6485,Madison,Kramer,IT,36048.06,51.644997
2063,Cory,Taylor,HR,41299.35,51.64762
9558,Anna,Reyes,Research,29428.99,51.651497
2261,Andrew,Hayes,HR,4461.32,51.652565
3790,Nicole,Holland,Testing,72196.61,51.655533
837,Laura,Martin,Research,64629.36,51.656464
8862,Katie,Hardin,IT,11800.85,51.659306
2697,Jonathan,Mercer,Testing,10289.4,51.66091
4511,Zachary,Martinez,Sales,66590.72,51.66194
4033,Joseph,Lozano,Research,41958.94,51.662643
6799,Carly,Williams,IT,28826.84,51.66706
897,Stephanie,Willis,Research,99312.05,51.667656
7465,April,Rhodes,Testing,91279.73,51.672718
3492,Michael,Melendez,Research,12221.64,51.673576
1908,Mrs.,Veronica,Research,72986.11,51.67375
5924,Patricia,Whitehead,Research,28786.34,51.674355
2124,Alisha,Holloway,Research,15587.13,51.677017
8421,Adam,Contreras,Testing,99405.35,51.678345
2091,Miguel,Henry,Research,90366.36,51.679764
3380,Timothy,Kim,Testing,62829.67,51.6811
9379,Nancy,Taylor,Testing,87219.31,51.697266
7514,Kristen,Wilson,Research,20162.35,51.699978
4194,Kristy,Williams,Research,81547.24,51.701992
2616,Dawn,Lane,HR,27447.87,51.70452
2506,Veronica,Johnson,Research,56528.58,51.704803
7028,Gary,Hughes,Testing,11386.44,51.706417
4222,Virginia,Delgado,Sales,99261.65,51.707214
9962,Todd,Gardner,Sales,18798.98,51.711746
8637,Laura,Williamson,Testing,73121.76,51.712116
6313,David,Kline,Research,76758.57,51.712788
7410,Mr.,Michael,Research,81171.58,51.71388
6184,Jennifer,Pena,Research,73448.96,51.71528
2914,Maria,Martin,Sales,36243.12,51.717422
9771,Brittany,Fitzgerald,Testing,96208.91,51.71841
9158,Leslie,Smith,IT,8951.21,51.718857
3098,Gregory,Cruz,Testing,7445.27,51.718903
9201,James,Chang,Sales,51107.94,51.722958
1772,Joann,Moore,IT,9271.03,51.72491
2863,Mark,Romero,Testing,19932.77,51.72575
9565,Jessica,Lewis,Research,2637.32,51.726486
6277,Samuel,Smith,HR,58552.57,51.730064
4569,Robert,Phillips,Testing,13809.09,51.733723
521,Adam,Gutierrez,HR,39353.75,51.735657
1513,Jonathan,Underwood,Sales,99641.25,51.736454
9117,Tina,Lopez,Testing,41387.54,51.74179
6734,Clayton,White,IT,18723.2,51.74546
8463,Paul,Gray,IT,214.33,51.74742
8256,Madison,Ward,Research,65262.09,51.74987
3374,Donald,Walters,Testing,74634.08,51.750187
3143,Cynthia,Berry,IT,7979.36,51.752552
5202,Scott,Irwin,HR,47883.91,51.758297
3187,Justin,Kidd,Testing,17899.71,51.758343
6871,Stephanie,Riley,HR,28485.47,51.758533
7745,Brendan,Holmes,HR,72322.7,51.76279
9611,Linda,Humphrey,Testing,3973.35,51.767895
3665,Justin,Torres,IT,89112.87,51.77426
1609,Kari,Herring,Sales,52747.55,51.77616
5916,Megan,Everett,Testing,35586.33,51.776844
318,Tiffany,Frost,Research,38520.51,51.77957
7098,Ian,Morrow,IT,68196.51,51.78131
1952,Nicole,Alexander,IT,55216.69,51.783077
2380,Chad,Moore,IT,49485.44,51.788246
8654,Derek,Smith,Testing,94279.9,51.792572
4434,Amy,Walker,IT,28082.94,51.80206
4021,Joseph,Russell,IT,56268.06,51.80342
5323,Mr.,Dalton,HR,54220.61,51.803993
5647,Steven,Anderson,HR,70363.57,51.804764
847,Michael,Lawrence,Research,69982.76,51.807182
2229,Michael,Long,Research,91276.69,51.80922
6492,Daniel,Hernandez,Sales,4429.48,51.80982
2735,Mikayla,Jones,Sales,13879.84,51.812317
9406,Jason,Gibson,HR,99012.97,51.818718
5587,Jordan,Thompson,HR,75026.3,51.819386
492,Dennis,Gross,Sales,79105.02,51.82017
630,Robin,Franklin,IT,55259.55,51.82554
5477,Laura,Acosta,IT,37687.86,51.829117
7680,Mackenzie,Murray,Research,61238.59,51.83166
8527,Leslie,Wagner,Research,45468.61,51.839188
659,Stacey,King,Testing,5175.64,51.839394
1781,Ronald,Moore,HR,75833.95,51.83977
3345,Cory,Harrison,Sales,60901.85,51.841286
7363,Melissa,Palmer,Research,36107.46,51.843414
9358,Benjamin,Lopez,Testing,43334.85,51.84544
6356,Kevin,Ford,HR,55408.42,51.851017
1054,Brittany,Torres,Research,18946.84,51.85664
2180,Geoffrey,Robinson,Research,67918.36,51.857178
9809,Vincent,Holmes,Research,78137.43,51.857906
8234,Jaime,Smith,Testing,19477.3,51.858845
2271,Donna,Cameron,Research,92861.8,51.86029
1158,James,Evans,Sales,55303.21,51.860603
3017,Martin,Robinson,Research,38722.01,51.86357
365,Jessica,Peterson,Sales,45563.46,51.86559
8773,Sheila,Rodriguez,Testing,47872.37,51.867863
2961,Crystal,Bell,Research,35407.34,51.872448
9545,Michael,Mayer,IT,79137.35,51.877663
7086,Dwayne,Terry,Research,90090.32,51.878693
2751,Jermaine,Cox,HR,97969.97,51.87876
3032,Laura,Murray,HR,81609.72,51.88454
2719,Benjamin,Salinas,Sales,41823.83,51.89687
9568,Xavier,Wood,HR,72776.72,51.899574
7694,Kristine,West,Research,27825.9,51.906063
9026,Seth,Montgomery,Sales,86767.86,51.909176
606,Timothy,Fox,IT,44438.07,51.909695
9328,Lindsay,Ryan,HR,65517.88,51.91037
5454,Jessica,Bowen,Testing,20055.29,51.911785
8453,Jon,Howard,IT,33938.5,51.91382
414,Christopher,Carter,Testing,85315.15,51.91913
3180,Jamie,Martin,IT,95118.77,51.92036
8171,Isabel,Griffin,IT,64559.42,51.924744
1525,Charles,Brown,HR,2153.01,51.929848
86,Alan,Smith,Sales,12104.7,51.93321
294,Patricia,Combs,HR,21682.51,51.93716
1620,Chelsea,Cochran,Sales,77715.67,51.950813
4791,Jason,Jones,Research,35166.28,51.970966
8670,Roy,Williams,Testing,54376.27,51.97511
6775,Andrew,Gould,Testing,1808.15,51.975113
7088,Shelby,Rangel,Sales,715.39,51.977413
4836,Erin,Carter,IT,10301.39,51.977505
9405,Curtis,Wilkinson,Sales,42042.81,51.98082
5959,Lindsey,Raymond,IT,75199.73,51.980824
3834,Patricia,Murray,HR,925.81,51.981564
6208,Mrs.,Audrey,HR,2366.29,51.981674
1292,Brandon,Lozano,Testing,21529.72,51.98749
6043,William,Lutz,HR,52777.43,51.987606
8776,Barbara,Morrison,Testing,13696.52,51.987858
532,Dr.,April,Sales,62232.55,51.98814
1958,Kayla,Steele,HR,63269.66,51.989517
1785,Charles,Richard,Research,58903.08,51.992935
8070,Jesse,Lopez,Sales,57130.86,51.992958
5177,Jessica,Wood,IT,34852.57,51.99849
1483,Mr.,Ricky,Testing,86025.53,52.004166
1683,Paul,Gregory,Testing,65629.11,52.004242
5766,Pamela,Gordon,Research,25801.89,52.004566
8680,Tracy,Schneider,Research,27408.58,52.006607
8644,Sean,Acevedo,IT,84162.87,52.009895
4389,Carolyn,King,IT,14302.96,52.014545
5884,Christina,Gomez,IT,73357.59,52.01494
1128,Kristi,Green,Research,93185.82,52.0173
6873,Amanda,Scott,HR,24672.08,52.01866
5570,Earl,Smith,Sales,37904.68,52.022507
1121,David,Wilson,Testing,54610.74,52.026253
5124,Whitney,Serrano,Testing,72277.75,52.027115
5508,Diane,Mccoy,Testing,68606.14,52.029873
668,Scott,Marshall,IT,57201.58,52.030838
9100,Mrs.,Frances,HR,12634.5,52.03382
8874,Marc,Hawkins,Research,84295.93,52.03399
8785,Jeremy,Rose,Research,82054.66,52.03717
6392,Melissa,Watkins,HR,33739.14,52.042084
2613,Cory,Parker,IT,94169.33,52.04311
2326,Nichole,Peterson,Testing,84927.42,52.044384
9384,Erica,Hodges,Testing,24500.76,52.04843
2985,Susan,Ritter,IT,88937.18,52.049725
3115,Beth,Roberts,Testing,56612.68,52.050625
6597,Morgan,Gutierrez,IT,51158.48,52.054817
4192,Michaela,Smith,Sales,26660.79,52.060905
3822,Angela,Roberts,Sales,38865.66,52.061935
246,Steven,White,Research,69330.21,52.063072
2996,Ryan,Dixon,IT,19299.95,52.06419
1178,Luke,Barry,HR,87439.25,52.06748
2450,Craig,Kim,HR,25642.06,52.07356
3476,Ms.,Debbie,Research,81194.08,52.074482
114,Jeremy,Johnson,HR,37363.98,52.074837
2777,Eric,Montgomery,IT,86786.12,52.075027
8726,Rachel,Mckenzie,HR,96648.33,52.075974
2292,Taylor,Flores,Testing,3057.28,52.08258
4723,Richard,Nunez,Sales,49858.82,52.085556
6381,David,Casey,Research,91725.83,52.086285
9125,Nicole,Jenkins,Sales,32285.72,52.08862
2762,Shelia,Matthews,HR,46696.92,52.09517
3687,Rebecca,Nguyen,IT,12044.35,52.09578
6465,Christine,Morales,Testing,35849.22,52.097366
2804,Maria,Rodriguez,Sales,20065.5,52.09902
9995,Timothy,Garner,Research,35708.92,52.09987
795,Brian,Mcmahon,Sales,82296.54,52.100845
8284,Paul,Chapman,Testing,46754.18,52.100914
8268,Jessica,Harvey,Research,82080.82,52.10135
3814,Jennifer,Reynolds,IT,23979.53,52.101795
9727,Jamie,Drake,Testing,95962.2,52.103027
1783,Jasmine,Contreras,HR,84642.59,52.109177
4362,Brett,Jones,Testing,42665.17,52.114372
8601,Keith,Brown,HR,97361.66,52.126865
5806,Zachary,Barron,HR,43529.39,52.12802
8668,Douglas,Sawyer,IT,6795.22,52.12938
4991,Amy,Hall,IT,37334.81,52.131485
6863,Kaylee,Miller,IT,28211.88,52.14671
3425,Matthew,Santiago,IT,26398.84,52.14783
2390,Daniel,Martinez,IT,92880.07,52.15533
3777,Lydia,Lewis,Research,22103.09,52.159992
4395,Emily,Morgan,Sales,25960.61,52.163013
8777,Meghan,Walsh,Testing,84396.12,52.16325
7354,Matthew,Li,Testing,10354.26,52.164715
4539,John,Gonzales,IT,47180.43,52.168415
6304,Renee,Andrews,Testing,4777.41,52.171753
726,Lisa,Charles,Sales,67584.98,52.1724
4885,Christine,Barker,Sales,86161.85,52.172726
7796,Krystal,Cross,HR,2630.6,52.172886
7376,Sydney,Franklin,Research,26984.25,52.180405
7316,Jennifer,Pratt,HR,71178.4,52.181812
4965,Blake,Singleton,HR,46356.44,52.18231
929,Michael,Taylor,Research,55004.44,52.193443
395,Donald,Mendoza,Testing,54443.91,52.195236
7692,Jesse,Frazier,IT,80039.37,52.195927
1221,Crystal,Lane,HR,31571.76,52.196377
6286,Ricardo,Ibarra,Sales,2461.23,52.19766
694,Jacob,Allen,Sales,55454.69,52.206432
4077,Elaine,Smith,IT,58408.77,52.206562
7300,Cheyenne,Villarreal,Sales,74868.1,52.207767
4800,Dylan,Bell,Testing,6183.6,52.208595
1658,Belinda,Watkins,IT,32563.17,52.209198
2925,Randall,Pope,HR,57868.98,52.212925
3018,Robert,Sosa,Sales,53017.97,52.21811
2528,Zachary,Taylor,IT,87069.59,52.22045
1621,Alexandra,Harvey,Testing,79235.11,52.22361
8743,Sonia,Barnes,HR,19095.91,52.225113
6160,Paul,Reyes,IT,15037.68,52.226006
2883,Karen,Romero,Testing,29044.19,52.228947
7142,Dr.,Lisa,Sales,89278.21,52.23056
2585,Lauren,Tucker,Research,46875.27,52.233215
8417,Timothy,Scott,IT,7279.98,52.234634
666,Dana,Gilbert,IT,14350.64,52.23733
2708,Adam,Lee,Research,97485.78,52.238373
675,Sarah,Herrera,HR,93873.32,52.240665
1371,Kevin,Love,HR,73634.96,52.243332
9707,David,Chung,Sales,95646.26,52.244244
2093,Christie,Weber,HR,52715.45,52.24675
9251,Maria,Johnson,Testing,82346.2,52.248302
5661,Chad,Steele,Sales,92843.05,52.25282
1712,Molly,Russell,Research,72864.83,52.254517
2438,Michael,Christensen,IT,81378.15,52.2566
8537,Jennifer,Bryant,IT,48939.07,52.257084
4840,Wesley,Thomas,HR,38465.23,52.25751
2299,Margaret,Johnston,Testing,88679.83,52.25926
7571,Katherine,Garcia,HR,19225.41,52.260864
7474,Roy,Campbell,Testing,80289.57,52.26284
1767,Linda,Hickman,Testing,2219.0,52.263496
7725,John,Hernandez,Sales,52203.66,52.270363
7948,Brandon,Alvarez,Testing,38426.62,52.270817
450,Elizabeth,Rice,Testing,5496.67,52.27571
1904,Francisco,Larsen,Sales,10719.83,52.277634
7950,Cody,Henry,HR,16786.06,52.28026
1157,Jessica,Owens,Testing,59901.96,52.28248
4676,David,Green,Testing,27409.52,52.283348
8434,Samantha,Hunter,Sales,97508.86,52.284683
8661,Kristen,Johnson,HR,54294.58,52.288315
3959,Mary,Schneider,HR,44935.57,52.290287
6066,Angela,Watson,IT,37023.13,52.292458
3488,Renee,Perez,Testing,36342.8,52.294727
5768,Patrick,Wagner,IT,1512.7,52.2973
174,Maureen,Moreno,Research,68667.14,52.301247
2713,Lisa,Strong,Testing,12473.78,52.303436
1593,Kristen,Joseph,HR,4550.3,52.308437
987,Daniel,Jackson,HR,37151.39,52.308792
7828,Jackie,Wright,Sales,7824.84,52.308933
6406,Eric,Dunn,IT,59833.16,52.309216
7790,Connie,Anderson,Testing,41606.15,52.3145
6620,Megan,Dawson,Sales,72544.99,52.31526
7252,Julie,Williams,IT,37404.96,52.3187
9465,Tara,Ortiz,Research,62751.47,52.328754
11,Matthew,Harris,Research,62605.57,52.329
2079,Jennifer,Buchanan,IT,37049.96,52.33109
873,Tara,Ray,HR,18688.98,52.333782
5773,Steven,Palmer,IT,78312.95,52.342777
923,Taylor,Golden,HR,44774.21,52.34456
8238,Jason,Johnson,Testing,40909.73,52.347515
7436,Charles,Byrd,HR,90297.3,52.348408
9622,Ronald,Lawrence,Testing,98095.62,52.356514
6088,Alyssa,Carter,HR,47137.27,52.356552
6890,Gregg,Hall,HR,7991.91,52.36017
2748,Mrs.,Karen,HR,30561.76,52.36177
636,Brenda,Brown,Testing,97236.44,52.362713
8123,Ryan,Lyons,Testing,55513.12,52.36552
2350,Madison,Harris,Research,46149.01,52.372215
106,Tyler,Jacobson,HR,40238.5,52.37422
7525,Karen,Wilson,HR,27125.27,52.374302
7169,Seth,Gutierrez,Sales,54820.79,52.37682
6311,Jason,Peterson,Research,16844.78,52.381237
6992,Elizabeth,Pierce,Sales,57681.29,52.383575
3502,Rhonda,Lopez,Research,56733.35,52.393135
8997,Kimberly,Price,HR,5497.57,52.398746
9066,Laura,Whitney,Testing,51950.52,52.405243
5523,Alan,Macias,IT,37110.75,52.410336
6858,Kayla,Bradford,IT,8843.32,52.412525
1792,Kaitlyn,Braun,Research,40661.06,52.413322
9044,Matthew,Rose,Research,40333.61,52.415283
485,Jill,Sawyer,HR,37173.31,52.417248
613,Hector,Galvan,Sales,31196.23,52.419075
7681,Samantha,Nguyen,Sales,93804.56,52.421165
5994,Jeffrey,Morris,HR,71411.4,52.423557
2347,Anthony,Gray,HR,72012.24,52.42703
6390,Barbara,Meyer,IT,97859.49,52.42839
4697,James,Lane,Research,9043.55,52.429173
7881,Karen,Thomas,Research,83987.69,52.4364
3879,Eileen,Crawford,HR,57660.35,52.43675
460,Joseph,Thompson,IT,66979.03,52.43764
9053,Brandon,Winters,Testing,35022.51,52.438175
2841,John,Smith,Testing,81590.92,52.439167
4522,Richard,Reed,Sales,51168.72,52.442497
6839,Brian,Fowler,HR,22173.44,52.44469
9626,Ryan,Lee,HR,9498.7,52.447994
5769,Natalie,Brown,Testing,77287.83,52.44824
6922,Brenda,Hicks,IT,52249.2,52.44843
8598,Joshua,Johnson,Sales,99975.42,52.453358
5512,James,West,IT,67995.09,52.45572
9676,Jamie,Wolfe,Research,83612.44,52.4581
932,Ashley,Phillips,Sales,44265.19,52.460114
9586,James,Juarez,Sales,37340.45,52.466515
802,Lori,Wood,Research,66125.29,52.46843
1060,Carmen,Pierce,Sales,25404.53,52.46866
5527,Christine,Peters,Testing,1018.3,52.470703
4662,Michael,Ramirez,Research,88461.09,52.471397
3117,John,Arnold,Sales,79480.68,52.47458
5610,Mary,Miller,IT,97324.48,52.47614
3325,Cynthia,Summers,Testing,1963.92,52.47815
9466,Dr.,Angela,Sales,69043.76,52.480293
640,Misty,Mooney,HR,61221.51,52.48857
9874,Darius,Mills,Research,48370.42,52.490063
4417,Marc,Patrick,IT,99766.01,52.491665
2811,James,Porter,Research,48272.22,52.491768
2867,Zachary,Salazar,HR,63842.02,52.49244
213,Dr.,Terri,HR,89485.9,52.492542
184,Amy,Carter,Sales,61344.77,52.492912
4997,Mary,Anderson,IT,3826.89,52.496964
5999,William,Holloway,Research,19438.71,52.49967
7306,Elizabeth,Jones,Sales,49444.73,52.506596
9529,Scott,Morrison,HR,2574.75,52.508327
841,Tammy,Powell,IT,93828.77,52.509186
